time,temperature_2m,relative_humidity_2m,wind_speed_10m,wind_direction_10m,precipitation,surface_pressure,boundary_layer_height
2025-04-06T04:00,22.9,30,6.2,260,0.0,981.4,65.0
2025-04-06T05:00,22.1,32,5.8,265,0.0,981.7,65.0
2025-04-06T06:00,22.0,35,6.1,256,0.0,982.6,65.0
2025-04-06T07:00,23.5,32,7.2,238,0.0,983.4,80.0
2025-04-06T08:00,26.8,27,4.4,249,0.0,984.1,120.0
2025-04-06T09:00,30.6,21,5.4,256,0.0,984.9,260.0
2025-04-06T10:00,33.5,17,6.9,264,0.0,985.2,835.0
2025-04-06T11:00,35.4,14,7.4,283,0.0,984.9,1585.0
2025-04-06T12:00,36.7,13,7.0,302,0.0,984.1,1970.0
2025-04-06T13:00,37.6,12,7.2,307,0.0,983.1,2250.0
2025-04-06T14:00,38.0,11,8.2,296,0.0,981.9,2435.0
2025-04-06T15:00,38.0,12,9.7,297,0.0,981.1,2390.0
2025-04-06T16:00,37.2,13,10.3,297,0.0,980.9,2170.0
2025-04-06T17:00,36.3,14,8.1,298,0.0,980.8,1675.0
2025-04-06T18:00,35.0,15,6.1,282,0.0,981.3,345.0
2025-04-06T19:00,33.2,17,5.2,286,0.0,981.7,175.0
2025-04-06T20:00,31.9,21,4.0,321,0.0,982.3,90.0
2025-04-06T21:00,31.7,23,1.2,321,0.0,982.6,35.0
2025-04-06T22:00,30.9,24,0.7,76,0.0,982.7,15.0
2025-04-06T23:00,30.0,22,4.6,59,0.0,982.9,55.0
2025-04-07T00:00,28.5,24,5.4,56,0.0,982.5,80.0
2025-04-07T01:00,27.6,27,2.9,79,0.0,982.0,55.0
2025-04-07T02:00,26.6,29,3.3,119,0.0,981.5,45.0
2025-04-07T03:00,25.6,31,4.6,154,0.0,981.6,50.0
2025-04-07T04:00,24.9,31,5.1,172,0.0,982.2,55.0
2025-04-07T05:00,24.4,31,5.2,168,0.0,982.7,55.0
2025-04-07T06:00,24.6,38,6.6,147,0.0,984.3,85.0
2025-04-07T07:00,26.1,35,7.5,127,0.0,984.9,100.0
2025-04-07T08:00,29.2,29,4.2,115,0.0,985.5,130.0
2025-04-07T09:00,32.8,24,4.0,117,0.0,986.4,240.0
2025-04-07T10:00,35.8,18,4.6,121,0.0,986.4,940.0
2025-04-07T11:00,37.5,15,4.7,113,0.0,986.1,1830.0
2025-04-07T12:00,38.6,14,4.5,95,0.0,985.4,2245.0
2025-04-07T13:00,39.3,13,4.2,80,0.0,984.3,2765.0
2025-04-07T14:00,39.7,13,4.7,86,0.0,983.1,3180.0
2025-04-07T15:00,39.9,12,5.0,103,0.0,982.2,3335.0
2025-04-07T16:00,39.9,12,4.1,105,0.0,982.0,3440.0
2025-04-07T17:00,39.2,12,1.7,32,0.0,982.0,3470.0
2025-04-07T18:00,37.1,15,5.4,339,0.0,982.8,830.0
2025-04-07T19:00,35.2,17,6.2,21,0.0,983.5,445.0
2025-04-07T20:00,33.8,19,5.2,27,0.0,983.9,310.0
2025-04-07T21:00,33.0,21,7.6,31,0.0,984.8,350.0
2025-04-07T22:00,31.0,25,4.8,48,0.0,984.9,230.0
2025-04-07T23:00,30.3,26,5.5,77,0.0,984.8,180.0
2025-04-08T00:00,29.1,28,5.3,78,0.0,984.4,135.0
2025-04-08T01:00,28.1,30,4.3,75,0.0,983.9,90.0
2025-04-08T02:00,27.4,31,4.4,69,0.0,983.6,85.0
2025-04-08T03:00,26.5,32,5.4,98,0.0,984.0,120.0
2025-04-08T04:00,25.8,33,7.0,94,0.0,984.3,110.0
2025-04-08T05:00,25.2,33,7.6,117,0.0,984.9,110.0
2025-04-08T06:00,25.5,34,9.4,122,0.0,986.5,140.0
2025-04-08T07:00,26.9,32,9.7,117,0.0,987.4,185.0
2025-04-08T08:00,29.3,27,8.8,113,0.0,988.3,270.0
2025-04-08T09:00,32.1,22,9.6,116,0.0,989.1,435.0
2025-04-08T10:00,34.8,18,9.7,119,0.0,989.2,625.0
2025-04-08T11:00,37.0,16,9.7,125,0.0,988.9,1215.0
2025-04-08T12:00,38.5,14,8.5,138,0.0,988.0,2035.0
2025-04-08T13:00,39.5,13,6.9,141,0.0,986.9,2775.0
2025-04-08T14:00,39.9,13,6.4,130,0.0,985.6,3150.0
2025-04-08T15:00,39.8,12,6.4,130,0.0,984.4,3375.0
2025-04-08T16:00,39.5,12,6.0,129,0.0,984.1,3565.0
2025-04-08T17:00,39.0,13,4.8,124,0.0,983.7,3520.0
2025-04-08T18:00,37.2,14,4.0,72,0.0,984.1,105.0
2025-04-08T19:00,35.8,15,5.5,101,0.0,984.4,240.0
2025-04-08T20:00,34.0,19,4.7,97,0.0,985.0,220.0
2025-04-08T21:00,33.2,21,3.1,97,0.0,985.6,90.0
2025-04-08T22:00,32.3,22,3.7,29,0.0,985.5,90.0
2025-04-08T23:00,31.0,24,4.0,58,0.0,985.5,100.0
2025-04-09T00:00,30.2,25,6.5,114,0.0,985.3,115.0
2025-04-09T01:00,28.9,27,6.2,136,0.0,984.9,105.0
2025-04-09T02:00,28.3,29,7.2,143,0.0,984.4,115.0
2025-04-09T03:00,27.8,31,7.0,119,0.0,984.4,125.0
2025-04-09T04:00,26.9,33,7.3,106,0.0,984.8,120.0
2025-04-09T05:00,26.0,35,8.0,124,0.0,985.1,125.0
2025-04-09T06:00,27.2,44,7.6,128,0.0,985.7,150.0
2025-04-09T07:00,28.4,41,7.6,121,0.0,986.2,200.0
2025-04-09T08:00,30.4,36,8.0,121,0.0,986.5,335.0
2025-04-09T09:00,33.0,32,8.3,131,0.0,987.0,495.0
2025-04-09T10:00,35.4,28,8.4,138,0.0,986.8,775.0
2025-04-09T11:00,37.6,23,8.1,151,0.0,986.1,1335.0
2025-04-09T12:00,39.2,18,5.7,156,0.0,984.8,2465.0
2025-04-09T13:00,40.0,16,3.6,153,0.0,983.4,3290.0
2025-04-09T14:00,40.7,14,0.2,90,0.0,981.9,3845.0
2025-04-09T15:00,40.6,14,5.9,12,0.0,981.1,4235.0
2025-04-09T16:00,39.8,14,5.8,358,0.0,980.5,3965.0
2025-04-09T17:00,38.6,15,12.5,353,0.0,980.8,3440.0
2025-04-09T18:00,38.0,13,9.7,317,0.0,979.9,690.0
2025-04-09T19:00,36.2,18,10.5,20,0.0,980.7,670.0
2025-04-09T20:00,34.2,23,3.9,47,0.0,981.2,150.0
2025-04-09T21:00,33.0,25,4.1,52,0.0,981.6,115.0
2025-04-09T22:00,32.5,26,3.9,53,0.0,981.7,85.0
2025-04-09T23:00,31.9,26,8.9,124,0.0,981.7,140.0
2025-04-10T00:00,30.0,30,4.7,118,0.0,981.5,100.0
2025-04-10T01:00,29.0,34,3.1,83,0.0,980.9,60.0
2025-04-10T02:00,28.9,39,0.6,124,0.0,980.2,25.0
2025-04-10T03:00,27.9,36,4.3,185,0.0,979.9,75.0
2025-04-10T04:00,26.9,39,1.7,221,0.0,979.8,30.0
2025-04-10T05:00,26.6,40,1.3,56,0.0,980.0,20.0
2025-04-10T06:00,27.0,45,9.9,88,0.0,980.8,150.0
2025-04-10T07:00,27.5,45,6.5,124,0.0,981.0,120.0
2025-04-10T08:00,29.0,42,7.0,111,0.0,981.5,205.0
2025-04-10T09:00,31.8,35,5.1,117,0.0,981.9,275.0
2025-04-10T10:00,35.0,27,4.7,140,0.0,981.9,660.0
2025-04-10T11:00,37.3,21,3.3,186,0.0,981.2,1515.0
2025-04-10T12:00,38.9,18,4.3,275,0.0,980.1,3015.0
2025-04-10T13:00,37.3,19,16.8,222,0.0,979.1,2490.0
2025-04-10T14:00,37.1,17,13.9,270,0.0,978.1,2280.0
2025-04-10T15:00,37.5,17,5.4,304,0.0,977.3,3000.0
2025-04-10T16:00,27.2,58,23.3,326,1.3,979.8,680.0
2025-04-10T17:00,29.5,45,6.2,83,0.1,977.9,160.0
2025-04-10T18:00,34.0,23,8.7,243,0.0,977.1,330.0
2025-04-10T19:00,33.0,31,1.0,329,0.0,977.5,30.0
2025-04-10T20:00,32.5,25,6.8,73,0.0,977.4,50.0
2025-04-10T21:00,32.2,22,6.6,112,0.0,977.0,85.0
2025-04-10T22:00,30.5,29,13.2,94,0.0,977.8,310.0
2025-04-10T23:00,28.6,44,12.0,116,0.0,978.1,335.0
2025-04-11T00:00,27.6,49,11.9,128,0.0,977.8,340.0
2025-04-11T01:00,26.9,52,10.4,124,0.0,977.4,290.0
2025-04-11T02:00,26.4,54,9.3,105,0.0,977.3,295.0
2025-04-11T03:00,25.8,57,11.5,99,0.0,977.3,320.0
2025-04-11T04:00,25.4,61,13.1,113,0.0,977.5,365.0
2025-04-11T05:00,24.9,64,12.7,113,0.0,977.8,345.0
2025-04-11T06:00,23.3,75,12.4,126,0.0,979.5,465.0
2025-04-11T07:00,23.9,72,13.2,112,0.0,980.0,465.0
2025-04-11T08:00,25.4,66,13.5,113,0.0,980.4,515.0
2025-04-11T09:00,27.2,58,12.1,89,0.0,981.4,755.0
2025-04-11T10:00,29.1,50,12.8,101,0.0,981.4,895.0
2025-04-11T11:00,31.1,43,13.7,112,0.0,980.6,960.0
2025-04-11T12:00,33.0,37,13.5,113,0.0,979.5,1060.0
2025-04-11T13:00,34.2,33,11.5,107,0.0,978.4,1295.0
2025-04-11T14:00,28.0,46,14.8,193,2.0,979.6,515.0
2025-04-11T15:00,27.0,49,6.0,87,0.0,977.0,195.0
2025-04-11T16:00,28.2,48,10.3,87,0.0,977.5,325.0
2025-04-11T17:00,27.9,52,8.5,77,0.0,977.2,235.0
2025-04-11T18:00,22.5,79,25.8,322,4.3,980.2,585.0
2025-04-11T19:00,23.0,81,2.4,73,0.2,980.5,105.0
2025-04-11T20:00,22.9,84,10.3,74,1.4,980.9,150.0
2025-04-11T21:00,22.5,82,11.8,118,0.2,980.5,160.0
2025-04-11T22:00,22.7,79,8.5,89,0.0,980.2,130.0
2025-04-11T23:00,22.8,76,8.8,125,0.0,979.3,115.0
2025-04-12T00:00,22.9,72,9.9,148,0.0,979.0,125.0
2025-04-12T01:00,22.6,73,6.2,116,0.0,979.2,115.0
2025-04-12T02:00,21.5,81,4.6,116,0.0,979.9,185.0
2025-04-12T03:00,21.0,84,3.8,82,0.0,980.3,140.0
2025-04-12T04:00,20.6,86,5.1,73,0.0,980.5,145.0
2025-04-12T05:00,20.5,86,5.2,84,0.0,980.8,130.0
2025-04-12T06:00,21.1,76,6.4,122,0.0,982.1,275.0
2025-04-12T07:00,22.4,71,4.6,144,0.0,982.8,270.0
2025-04-12T08:00,24.5,62,2.7,157,0.0,984.1,325.0
2025-04-12T09:00,27.0,53,2.9,101,0.0,984.6,425.0
2025-04-12T10:00,29.6,43,3.4,87,0.0,984.7,725.0
2025-04-12T11:00,31.5,34,4.7,81,0.0,984.3,1220.0
2025-04-12T12:00,33.0,27,5.1,84,0.0,983.4,1800.0
2025-04-12T13:00,34.0,25,5.0,88,0.0,982.5,2425.0
2025-04-12T14:00,34.8,24,3.3,61,0.0,981.3,3095.0
2025-04-12T15:00,32.4,33,4.9,268,0.8,981.0,1550.0
2025-04-12T16:00,29.3,40,7.5,147,0.3,981.7,485.0
2025-04-12T17:00,28.8,46,6.1,104,0.0,981.6,210.0
2025-04-12T18:00,26.1,53,4.9,141,0.0,982.2,105.0
2025-04-12T19:00,25.9,67,1.9,56,0.0,982.1,60.0
2025-04-12T20:00,25.9,59,5.0,44,0.0,982.5,185.0
2025-04-12T21:00,25.4,57,4.9,66,0.0,983.1,175.0
2025-04-12T22:00,24.8,60,4.8,56,0.0,983.0,140.0
2025-04-12T23:00,24.4,56,6.7,31,0.0,983.0,220.0
2025-04-13T00:00,23.2,63,5.3,52,0.0,982.7,165.0
2025-04-13T01:00,22.5,67,4.7,90,0.0,982.3,115.0
2025-04-13T02:00,22.1,68,3.8,109,0.0,982.0,80.0
2025-04-13T03:00,21.6,70,4.3,95,0.0,982.4,75.0
2025-04-13T04:00,21.3,71,3.4,90,0.0,982.9,65.0
2025-04-13T05:00,21.0,72,2.8,117,0.0,983.4,50.0
2025-04-13T06:00,22.6,72,0.9,169,0.0,983.8,40.0
2025-04-13T07:00,24.2,63,1.8,169,0.0,984.9,55.0
2025-04-13T08:00,27.0,54,1.7,139,0.0,985.8,160.0
2025-04-13T09:00,29.6,42,4.0,129,0.0,986.7,520.0
2025-04-13T10:00,31.4,35,5.6,123,0.0,986.9,1045.0
2025-04-13T11:00,32.6,30,5.2,102,0.0,986.5,2170.0
2025-04-13T12:00,33.5,26,4.5,88,0.0,985.6,2505.0
2025-04-13T13:00,34.2,24,3.2,93,0.0,984.8,2705.0
2025-04-13T14:00,34.7,23,2.1,110,0.0,983.8,2825.0
2025-04-13T15:00,35.2,21,0.9,127,0.0,982.8,3045.0
2025-04-13T16:00,35.3,20,1.3,360,0.0,982.4,3150.0
2025-04-13T17:00,35.2,19,4.4,348,0.0,982.1,3420.0
2025-04-13T18:00,31.9,43,2.7,4,0.0,982.0,2755.0
2025-04-13T19:00,30.7,44,2.6,348,0.0,982.3,160.0
2025-04-13T20:00,29.2,49,4.3,17,0.0,983.5,305.0
2025-04-13T21:00,28.2,50,3.4,58,0.0,983.9,145.0
2025-04-13T22:00,27.1,52,4.0,108,0.0,983.7,85.0
2025-04-13T23:00,25.7,53,5.4,154,0.0,983.4,80.0
2025-04-14T00:00,24.9,57,5.4,150,0.0,983.2,80.0
2025-04-14T01:00,24.4,59,5.4,130,0.0,982.7,65.0
2025-04-14T02:00,23.8,59,5.4,150,0.0,982.5,65.0
2025-04-14T03:00,23.4,59,5.4,140,0.0,982.3,65.0
2025-04-14T04:00,22.8,61,5.5,122,0.0,982.5,70.0
2025-04-14T05:00,22.2,63,5.0,139,0.0,982.8,60.0
2025-04-14T06:00,23.2,61,6.0,134,0.0,984.2,105.0
2025-04-14T07:00,24.6,57,5.3,128,0.0,985.4,140.0
2025-04-14T08:00,26.6,50,5.8,106,0.0,986.2,265.0
2025-04-14T09:00,28.6,45,7.2,102,0.0,986.8,390.0
2025-04-14T10:00,30.6,40,7.4,104,0.0,986.7,580.0
2025-04-14T11:00,32.5,34,7.3,110,0.0,986.3,1310.0
2025-04-14T12:00,33.8,29,7.0,116,0.0,985.5,2125.0
2025-04-14T13:00,34.7,27,5.7,125,0.0,984.7,2340.0
2025-04-14T14:00,35.2,25,4.4,142,0.0,983.6,2500.0
2025-04-14T15:00,35.6,24,4.0,159,0.0,982.8,2720.0
2025-04-14T16:00,35.5,23,2.8,153,0.0,982.1,2780.0
2025-04-14T17:00,35.0,24,4.7,81,0.0,982.1,2750.0
2025-04-14T18:00,34.2,25,7.7,127,0.0,982.7,1925.0
2025-04-14T19:00,33.0,28,8.2,82,0.0,983.3,625.0
2025-04-14T20:00,31.6,33,9.1,72,0.0,984.2,485.0
2025-04-14T21:00,30.4,37,9.1,97,0.0,984.7,380.0
2025-04-14T22:00,29.4,39,8.8,105,0.0,984.7,305.0
2025-04-14T23:00,28.5,41,10.1,119,0.0,984.3,265.0
2025-04-15T00:00,27.5,43,10.0,128,0.0,984.0,265.0
2025-04-15T01:00,26.9,43,9.7,124,0.0,983.7,265.0
2025-04-15T02:00,26.2,44,9.6,130,0.0,983.5,255.0
2025-04-15T03:00,25.6,45,9.4,140,0.0,983.5,255.0
2025-04-15T04:00,25.0,47,8.6,147,0.0,983.8,220.0
2025-04-15T05:00,24.6,49,8.0,146,0.0,984.4,195.0
2025-04-15T06:00,25.5,49,5.7,118,0.0,985.3,90.0
2025-04-15T07:00,27.0,46,6.5,124,0.0,985.9,160.0
2025-04-15T08:00,29.2,41,7.5,125,0.0,986.7,310.0
2025-04-15T09:00,31.4,37,8.6,126,0.0,987.1,710.0
2025-04-15T10:00,33.2,33,9.8,130,0.0,987.1,1395.0
2025-04-15T11:00,34.8,28,9.1,126,0.0,986.5,1905.0
2025-04-15T12:00,35.5,26,8.3,124,0.0,985.8,2340.0
2025-04-15T13:00,36.2,25,7.0,130,0.0,985.0,2640.0
2025-04-15T14:00,36.5,24,6.0,134,0.0,983.9,2720.0
2025-04-15T15:00,36.6,24,5.3,142,0.0,983.1,2830.0
2025-04-15T16:00,36.2,24,6.8,148,0.0,982.5,2835.0
2025-04-15T17:00,35.8,25,5.5,153,0.0,982.3,2810.0
2025-04-15T18:00,33.8,30,7.5,150,0.0,982.3,475.0
2025-04-15T19:00,32.3,36,5.9,102,0.0,982.6,180.0
2025-04-15T20:00,31.1,41,4.7,99,0.0,983.6,260.0
2025-04-15T21:00,30.2,46,4.1,77,0.0,984.1,150.0
2025-04-15T22:00,29.5,41,5.9,67,0.0,984.2,165.0
2025-04-15T23:00,28.8,42,5.9,108,0.0,983.7,160.0
2025-04-16T00:00,28.0,44,5.8,124,0.0,983.5,165.0
2025-04-16T01:00,27.1,48,5.8,126,0.0,983.1,155.0
2025-04-16T02:00,26.6,49,6.5,132,0.0,982.6,140.0
2025-04-16T03:00,26.1,49,6.9,137,0.0,982.5,150.0
2025-04-16T04:00,25.8,50,7.1,137,0.0,982.4,165.0
2025-04-16T05:00,25.5,50,7.4,137,0.0,982.9,175.0
2025-04-16T06:00,26.9,49,7.3,152,0.0,984.3,160.0
2025-04-16T07:00,28.1,46,6.1,146,0.0,984.8,215.0
2025-04-16T08:00,30.4,39,6.2,142,0.0,985.4,365.0
2025-04-16T09:00,32.7,34,7.6,146,0.0,985.9,790.0
2025-04-16T10:00,34.6,28,9.5,153,0.0,985.8,1500.0
2025-04-16T11:00,35.9,25,7.7,150,0.0,985.2,1995.0
2025-04-16T12:00,37.0,23,4.8,135,0.0,984.3,2655.0
2025-04-16T13:00,37.5,22,2.4,132,0.0,983.2,2840.0
2025-04-16T14:00,37.8,21,2.9,137,0.0,982.0,2870.0
2025-04-16T15:00,38.2,21,3.5,114,0.0,980.8,3140.0
2025-04-16T16:00,38.1,21,2.9,79,0.0,980.4,3210.0
2025-04-16T17:00,37.4,22,7.4,353,0.0,980.1,3190.0
2025-04-16T18:00,36.8,21,7.1,126,0.0,980.0,1325.0
2025-04-16T19:00,34.7,25,8.0,82,0.0,980.6,665.0
2025-04-16T20:00,33.7,28,8.8,79,0.0,981.4,380.0
2025-04-16T21:00,32.6,31,8.8,86,0.0,982.0,245.0
2025-04-16T22:00,31.6,32,6.8,115,0.0,982.2,185.0
2025-04-16T23:00,30.6,35,6.0,127,0.0,982.1,140.0
2025-04-17T00:00,29.6,38,6.4,140,0.0,981.8,130.0
2025-04-17T01:00,28.8,40,6.4,142,0.0,981.2,130.0
2025-04-17T02:00,28.0,41,6.8,138,0.0,980.5,130.0
2025-04-17T03:00,27.5,41,7.6,137,0.0,980.2,150.0
2025-04-17T04:00,27.0,41,6.5,132,0.0,980.6,130.0
2025-04-17T05:00,26.5,42,6.0,131,0.0,980.7,115.0
2025-04-17T06:00,26.2,54,6.5,87,0.0,982.6,165.0
2025-04-17T07:00,27.4,51,6.9,110,0.0,982.6,180.0
2025-04-17T08:00,29.9,44,8.4,133,0.0,982.8,270.0
2025-04-17T09:00,33.0,34,8.7,143,0.0,982.6,435.0
2025-04-17T10:00,35.8,27,9.1,172,0.0,982.4,1055.0
2025-04-17T11:00,37.7,22,8.7,201,0.0,981.9,1625.0
2025-04-17T12:00,39.2,19,7.8,238,0.0,981.2,2330.0
2025-04-17T13:00,40.1,17,9.4,268,0.0,979.9,3185.0
2025-04-17T14:00,40.3,16,11.3,290,0.0,978.9,3280.0
2025-04-17T15:00,40.5,15,11.2,302,0.0,978.0,3260.0
2025-04-17T16:00,40.0,14,15.8,333,0.0,977.9,3680.0
2025-04-17T17:00,38.6,16,14.4,322,0.0,977.4,2250.0
2025-04-17T18:00,37.5,21,9.9,358,0.0,977.7,975.0
2025-04-17T19:00,35.9,26,5.2,31,0.0,977.6,275.0
2025-04-17T20:00,34.5,30,6.0,69,0.0,978.1,195.0
2025-04-17T21:00,32.8,35,4.0,60,0.0,979.0,195.0
2025-04-17T22:00,31.6,38,5.1,86,0.0,979.3,150.0
2025-04-17T23:00,30.7,41,7.2,89,0.0,979.2,150.0
2025-04-18T00:00,29.4,45,6.9,118,0.0,979.4,190.0
2025-04-18T01:00,28.1,48,5.6,117,0.0,978.8,125.0
2025-04-18T02:00,27.5,50,6.7,136,0.0,978.3,110.0
2025-04-18T03:00,27.0,51,8.0,126,0.0,978.2,145.0
2025-04-18T04:00,26.2,55,7.6,133,0.0,978.4,165.0
2025-04-18T05:00,25.7,57,7.6,133,0.0,978.6,155.0
2025-04-18T06:00,26.5,62,7.3,99,0.0,979.9,145.0
2025-04-18T07:00,27.6,59,7.7,99,0.0,980.6,220.0
2025-04-18T08:00,29.5,54,8.5,107,0.0,981.0,305.0
2025-04-18T09:00,32.0,48,7.6,117,0.0,981.6,430.0
2025-04-18T10:00,34.5,40,6.8,132,0.0,981.5,695.0
2025-04-18T11:00,36.7,32,5.4,130,0.0,980.9,1245.0
2025-04-18T12:00,38.3,27,3.9,118,0.0,980.2,1615.0
2025-04-18T13:00,39.5,24,3.6,120,0.0,979.2,1920.0
2025-04-18T14:00,40.2,21,4.6,135,0.0,977.9,2340.0
2025-04-18T15:00,40.8,19,5.8,158,0.0,976.5,2925.0
2025-04-18T16:00,40.8,17,5.5,193,0.0,976.0,3475.0
2025-04-18T17:00,40.6,15,5.4,304,0.0,976.0,4015.0
2025-04-18T18:00,37.2,22,15.4,19,0.0,977.1,650.0
2025-04-18T19:00,33.1,39,15.9,46,0.0,977.5,580.0
2025-04-18T20:00,32.9,40,12.3,84,0.0,977.0,420.0
2025-04-18T21:00,32.4,41,9.6,52,0.0,978.4,425.0
2025-04-18T22:00,32.0,42,11.4,77,0.0,978.6,380.0
2025-04-18T23:00,30.9,45,10.1,93,0.0,978.6,350.0
2025-04-19T00:00,30.1,47,9.6,111,0.0,978.8,380.0
2025-04-19T01:00,29.4,49,8.1,85,0.0,978.5,310.0
2025-04-19T02:00,28.9,50,9.9,123,0.0,978.3,320.0
2025-04-19T03:00,28.5,52,11.0,132,0.0,978.1,315.0
2025-04-19T04:00,28.1,54,11.5,135,0.0,978.3,350.0
2025-04-19T05:00,27.7,58,11.5,134,0.0,978.9,420.0
2025-04-19T06:00,27.4,64,12.9,155,0.0,980.2,375.0
2025-04-19T07:00,28.2,62,10.8,147,0.0,981.3,430.0
2025-04-19T08:00,30.0,57,11.1,140,0.0,981.9,525.0
2025-04-19T09:00,32.2,50,11.1,132,0.0,982.3,730.0
2025-04-19T10:00,34.3,43,12.9,136,0.0,982.1,995.0
2025-04-19T11:00,36.2,34,12.0,134,0.0,981.5,1515.0
2025-04-19T12:00,38.0,26,11.1,136,0.0,980.5,2215.0
2025-04-19T13:00,39.0,20,10.7,150,0.0,979.3,2905.0
2025-04-19T14:00,39.5,17,11.1,168,0.0,977.9,3160.0
2025-04-19T15:00,39.8,16,10.5,172,0.0,977.2,3825.0
2025-04-19T16:00,39.9,15,10.1,196,0.0,976.5,3970.0
2025-04-19T17:00,38.5,15,8.3,91,0.0,976.1,1625.0
2025-04-19T18:00,32.7,38,19.7,86,0.0,977.3,675.0
2025-04-19T19:00,32.5,39,16.4,94,0.0,977.9,650.0
2025-04-19T20:00,31.4,40,13.5,115,0.0,978.5,685.0
2025-04-19T21:00,30.8,43,13.5,113,0.0,979.0,600.0
2025-04-19T22:00,29.8,48,14.5,112,0.0,979.1,545.0
2025-04-19T23:00,29.3,51,13.4,122,0.0,979.2,530.0
2025-04-20T00:00,28.8,52,12.8,125,0.0,979.0,495.0
2025-04-20T01:00,28.3,54,12.2,131,0.0,978.7,460.0
2025-04-20T02:00,28.0,55,11.7,144,0.0,978.3,435.0
2025-04-20T03:00,27.9,56,12.0,144,0.0,978.4,445.0
2025-04-20T04:00,27.4,58,12.2,139,0.0,978.4,445.0
2025-04-20T05:00,27.0,60,12.7,142,0.0,978.7,440.0
2025-04-20T06:00,27.2,65,10.0,141,0.0,979.5,315.0
2025-04-20T07:00,28.4,61,10.7,147,0.0,980.1,285.0
2025-04-20T08:00,30.5,54,8.4,152,0.0,980.6,315.0
2025-04-20T09:00,33.2,42,7.2,153,0.0,981.1,450.0
2025-04-20T10:00,35.8,32,7.2,129,0.0,981.4,890.0
2025-04-20T11:00,37.9,24,7.4,119,0.0,981.2,2830.0
2025-04-20T12:00,38.9,18,6.4,101,0.0,980.5,3240.0
2025-04-20T13:00,39.4,17,7.5,100,0.0,979.7,3510.0
2025-04-20T14:00,40.0,15,6.5,96,0.0,978.6,3825.0
2025-04-20T15:00,39.3,16,7.7,36,0.0,978.2,3340.0
2025-04-20T16:00,36.0,30,17.4,46,0.0,978.3,905.0
2025-04-20T17:00,35.5,27,15.4,67,0.0,978.4,755.0
2025-04-20T18:00,38.8,14,7.2,167,0.0,978.1,4135.0
2025-04-20T19:00,35.8,17,3.6,60,0.0,978.7,95.0
2025-04-20T20:00,34.3,24,9.0,74,0.0,979.8,405.0
2025-04-20T21:00,33.0,30,8.0,98,0.0,980.3,350.0
2025-04-20T22:00,32.0,35,9.2,96,0.0,980.6,325.0
2025-04-20T23:00,31.2,37,5.4,92,0.0,980.8,305.0
2025-04-21T00:00,30.0,41,3.1,80,0.0,980.8,200.0
2025-04-21T01:00,29.4,41,3.9,62,0.0,980.6,170.0
2025-04-21T02:00,28.8,43,5.8,76,0.0,980.3,150.0
2025-04-21T03:00,28.0,46,4.9,92,0.0,980.2,135.0
2025-04-21T04:00,27.2,48,4.9,90,0.0,980.4,130.0
2025-04-21T05:00,26.3,52,3.4,115,0.0,980.6,115.0
2025-04-21T06:00,29.1,54,1.3,214,0.0,981.5,65.0
2025-04-21T07:00,30.2,46,4.6,231,0.0,982.6,190.0
2025-04-21T08:00,31.9,38,5.1,287,0.0,983.4,435.0
2025-04-21T09:00,34.0,30,4.2,258,0.0,983.8,530.0
2025-04-21T10:00,36.6,20,5.2,248,0.0,983.8,875.0
2025-04-21T11:00,38.5,14,6.7,246,0.0,983.5,3150.0
2025-04-21T12:00,39.6,10,8.6,244,0.0,983.2,3330.0
2025-04-21T13:00,40.2,8,9.8,244,0.0,982.8,3390.0
2025-04-21T14:00,40.3,7,10.2,246,0.0,982.1,3320.0
2025-04-21T15:00,40.2,6,9.6,254,0.0,981.4,3335.0
2025-04-21T16:00,39.8,6,8.2,261,0.0,981.3,3325.0
2025-04-21T17:00,39.2,6,8.3,288,0.0,981.3,3390.0
2025-04-21T18:00,37.7,6,7.3,298,0.0,982.0,435.0
2025-04-21T19:00,36.0,5,11.3,262,0.0,982.5,655.0
2025-04-21T20:00,34.4,6,11.9,280,0.0,983.4,315.0
2025-04-21T21:00,32.8,8,9.4,269,0.0,984.1,210.0
2025-04-21T22:00,31.5,9,8.9,291,0.0,984.3,230.0
2025-04-21T23:00,30.2,9,7.1,294,0.0,984.0,165.0
2025-04-22T00:00,29.3,9,6.2,277,0.0,983.3,145.0
2025-04-22T01:00,28.5,10,7.0,269,0.0,983.0,135.0
2025-04-22T02:00,27.4,11,8.2,262,0.0,982.7,125.0
2025-04-22T03:00,26.2,13,6.8,288,0.0,982.8,130.0
2025-04-22T04:00,25.0,14,5.7,281,0.0,983.0,100.0
2025-04-22T05:00,24.5,15,8.2,256,0.0,982.9,90.0
2025-04-22T06:00,25.4,19,8.3,256,0.0,983.7,90.0
2025-04-22T07:00,26.9,17,9.6,257,0.0,984.3,120.0
2025-04-22T08:00,30.0,15,8.0,264,0.0,985.2,180.0
2025-04-22T09:00,33.5,13,9.0,270,0.0,985.9,305.0
2025-04-22T10:00,36.2,11,9.7,270,0.0,986.0,1440.0
2025-04-22T11:00,38.1,6,11.5,271,0.0,985.5,2295.0
2025-04-22T12:00,38.8,6,11.4,273,0.0,985.0,2430.0
2025-04-22T13:00,39.2,5,11.2,271,0.0,984.1,2535.0
2025-04-22T14:00,39.5,6,11.0,275,0.0,983.2,2685.0
